Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       2/6           std::__deque_buf_size(unsigned long) [8]
-----------------------------------------------
                0.00    0.00       2/2           std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl_data::_Deque_impl_data() [92]
[39]     0.0    0.00    0.00       2         std::_Deque_iterator<final_order, final_order&, final_order*>::_Deque_iterator() [39]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_clear() [148]
                0.00    0.00       1/2           std::_List_node<customer>* std::__cxx11::list<customer, std::allocator<customer> >::_M_create_node<customer const&>(customer const&) [152]
[40]     0.0    0.00    0.00       2         std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_get_Node_allocator() [40]
-----------------------------------------------
                0.00    0.00       1/2           show_customer_list() [49]
                0.00    0.00       1/2           std::__cxx11::list<customer, std::allocator<customer> >::push_back(customer const&) [155]
[41]     0.0    0.00    0.00       2         std::__cxx11::list<customer, std::allocator<customer> >::end() [41]
                0.00    0.00       2/3           std::_List_iterator<customer>::_List_iterator(std::__detail::_List_node_base*) [16]
-----------------------------------------------
                0.00    0.00       2/2           std::__detail::_List_node_header::_List_node_header() [43]
[42]     0.0    0.00    0.00       2         std::__detail::_List_node_header::_M_init() [42]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::_List_base<customer, std::allocator<customer> >::_List_impl::_List_impl() [143]
                0.00    0.00       1/2           std::__cxx11::_List_base<product, std::allocator<product> >::_List_impl::_List_impl() [138]
[43]     0.0    0.00    0.00       2         std::__detail::_List_node_header::_List_node_header() [43]
                0.00    0.00       2/2           std::__detail::_List_node_header::_M_init() [42]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<final_order*, final_order>(final_order*, final_order*, std::allocator<final_order>&) [45]
[44]     0.0    0.00    0.00       2         void std::_Destroy<final_order*>(final_order*, final_order*) [44]
                0.00    0.00       2/2           void std::_Destroy_aux<false>::__destroy<final_order*>(final_order*, final_order*) [35]
-----------------------------------------------
                0.00    0.00       1/2           std::deque<final_order, std::allocator<final_order> >::_M_destroy_data_aux(std::_Deque_iterator<final_order, final_order&, final_order*>, std::_Deque_iterator<final_order, final_order&, final_order*>) [128]
                0.00    0.00       1/2           std::vector<final_order, std::allocator<final_order> >::~vector() [357]
[45]     0.0    0.00    0.00       2         void std::_Destroy<final_order*, final_order>(final_order*, final_order*, std::allocator<final_order>&) [45]
                0.00    0.00       2/2           void std::_Destroy<final_order*>(final_order*, final_order*) [44]
-----------------------------------------------
                0.00    0.00       2/2           show_customer_list() [49]
[46]     0.0    0.00    0.00       2         std::operator!=(std::_List_iterator<customer> const&, std::_List_iterator<customer> const&) [46]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [490]
[47]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN11validations12valid_lengthENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEii [47]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [51]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[48]     0.0    0.00    0.00       1         file_maintenance() [48]
                0.00    0.00       1/1           std::mutex::lock() [133]
                0.00    0.00       1/1           bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [162]
                0.00    0.00       1/1           show_customer_list() [49]
                0.00    0.00       1/1           std::mutex::unlock() [134]
-----------------------------------------------
                0.00    0.00       1/1           file_maintenance() [48]
[49]     0.0    0.00    0.00       1         show_customer_list() [49]
                0.00    0.00       2/2           std::operator!=(std::_List_iterator<customer> const&, std::_List_iterator<customer> const&) [46]
                0.00    0.00       1/1           std::__cxx11::list<customer, std::allocator<customer> >::begin() [153]
                0.00    0.00       1/2           std::__cxx11::list<customer, std::allocator<customer> >::end() [41]
                0.00    0.00       1/1           std::_List_iterator<customer>::operator*() const [78]
                0.00    0.00       1/2           customer::customer(customer const&) [23]
                0.00    0.00       1/2           customer::show_customer() [18]
                0.00    0.00       1/1           std::_List_iterator<customer>::operator++() [115]
                0.00    0.00       1/3           customer::~customer() [12]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[50]     0.0    0.00    0.00       1         customer_registration() [50]
                0.00    0.00       1/1           customer::customer() [60]
                0.00    0.00       1/1           std::__cxx11::list<customer, std::allocator<customer> >::size() const [81]
                0.00    0.00       1/1           customer::set_cid(long long) [55]
                0.00    0.00       1/1           customer::set_cname() [57]
                0.00    0.00       1/1           customer::set_phone() [59]
                0.00    0.00       1/1           customer::set_email() [58]
                0.00    0.00       1/1           customer::set_pass() [56]
                0.00    0.00       1/1           std::__cxx11::list<customer, std::allocator<customer> >::push_back(customer const&) [155]
                0.00    0.00       1/2           customer::show_customer() [18]
                0.00    0.00       1/3           customer::~customer() [12]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN11validations12valid_lengthENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEii [47]
[51]     0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [51]
                0.00    0.00       1/1           std::vector<order, std::allocator<order> >::vector() [137]
                0.00    0.00       1/1           std::__cxx11::list<customer, std::allocator<customer> >::list() [156]
                0.00    0.00       1/1           std::vector<final_order, std::allocator<final_order> >::vector() [136]
                0.00    0.00       1/1           std::stack<final_order, std::deque<final_order, std::allocator<final_order> > >::stack<std::deque<final_order, std::allocator<final_order> >, void>() [135]
                0.00    0.00       1/1           std::__cxx11::list<product, std::allocator<product> >::list() [151]
-----------------------------------------------
                0.00    0.00       1/1           std::mutex::lock() [133]
[52]     0.0    0.00    0.00       1         __gthread_mutex_lock(pthread_mutex_t*) [52]
                0.00    0.00       1/2           __gthread_active_p() [17]
-----------------------------------------------
                0.00    0.00       1/1           std::mutex::unlock() [134]
[53]     0.0    0.00    0.00       1         __gthread_mutex_unlock(pthread_mutex_t*) [53]
                0.00    0.00       1/2           __gthread_active_p() [17]
-----------------------------------------------
                0.00    0.00       1/1           customer::set_phone() [59]
[54]     0.0    0.00    0.00       1         validations::valid_phone(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [54]
-----------------------------------------------
                0.00    0.00       1/1           customer_registration() [50]
[55]     0.0    0.00    0.00       1         customer::set_cid(long long) [55]
-----------------------------------------------
                0.00    0.00       1/1           customer_registration() [50]
[56]     0.0    0.00    0.00       1         customer::set_pass() [56]
                0.00    0.00       1/2           std::numeric_limits<long>::max() [36]
                0.00    0.00       1/3           validations::valid_length(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int) [11]
-----------------------------------------------
                0.00    0.00       1/1           customer_registration() [50]
[57]     0.0    0.00    0.00       1         customer::set_cname() [57]
                0.00    0.00       1/2           std::numeric_limits<long>::max() [36]
                0.00    0.00       1/3           validations::valid_length(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int) [11]
-----------------------------------------------
                0.00    0.00       1/1           customer_registration() [50]
[58]     0.0    0.00    0.00       1         customer::set_email() [58]
                0.00    0.00       1/3           validations::valid_length(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int) [11]
-----------------------------------------------
                0.00    0.00       1/1           customer_registration() [50]
[59]     0.0    0.00    0.00       1         customer::set_phone() [59]
                0.00    0.00       1/1           validations::valid_phone(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [54]
-----------------------------------------------
                0.00    0.00       1/1           customer_registration() [50]
[60]     0.0    0.00    0.00       1         customer::customer() [60]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<final_order> >::deallocate(std::allocator<final_order>&, final_order*, unsigned long) [119]
[61]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<final_order>::deallocate(final_order*, unsigned long) [61]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<final_order> >::allocate(std::allocator<final_order>&, unsigned long) [120]
[62]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<final_order>::allocate(unsigned long, void const*) [62]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<final_order>::_M_max_size() const [75]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<order>::allocator() [82]
[63]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<order>::new_allocator() [63]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<order>::~allocator() [83]
[64]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<order>::~new_allocator() [64]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<final_order*> >::deallocate(std::allocator<final_order*>&, final_order**, unsigned long) [121]
[65]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<final_order*>::deallocate(final_order**, unsigned long) [65]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<final_order*> >::allocate(std::allocator<final_order*>&, unsigned long) [122]
[66]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<final_order*>::allocate(unsigned long, void const*) [66]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<final_order*>::_M_max_size() const [76]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::_List_node<product> >::allocator() [84]
[67]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_List_node<product> >::new_allocator() [67]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::_List_node<product> >::~allocator() [85]
[68]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_List_node<product> >::~new_allocator() [68]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::_List_node<customer> > >::deallocate(std::allocator<std::_List_node<customer> >&, std::_List_node<customer>*, unsigned long) [123]
[69]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_List_node<customer> >::deallocate(std::_List_node<customer>*, unsigned long) [69]
-----------------------------------------------
                0.00    0.00       1/1           void std::allocator_traits<std::allocator<std::_List_node<customer> > >::destroy<customer>(std::allocator<std::_List_node<customer> >&, customer*) [124]
[70]     0.0    0.00    0.00       1         void __gnu_cxx::new_allocator<std::_List_node<customer> >::destroy<customer>(customer*) [70]
                0.00    0.00       1/3           customer::~customer() [12]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::_List_node<customer> > >::allocate(std::allocator<std::_List_node<customer> >&, unsigned long) [125]
[71]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_List_node<customer> >::allocate(unsigned long, void const*) [71]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_List_node<customer> >::_M_max_size() const [77]
-----------------------------------------------
                0.00    0.00       1/1           void std::allocator_traits<std::allocator<std::_List_node<customer> > >::construct<customer, customer const&>(std::allocator<std::_List_node<customer> >&, customer*, customer const&) [126]
[72]     0.0    0.00    0.00       1         void __gnu_cxx::new_allocator<std::_List_node<customer> >::construct<customer, customer const&>(customer*, customer const&) [72]
                0.00    0.00       1/4           customer const& std::forward<customer const&>(std::remove_reference<customer const&>::type&) [10]
                0.00    0.00       1/1           operator new(unsigned long, void*) [163]
                0.00    0.00       1/2           customer::customer(customer const&) [23]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::_List_node<customer> >::allocator() [86]
[73]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_List_node<customer> >::new_allocator() [73]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::_List_node<customer> >::~allocator() [87]
[74]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_List_node<customer> >::~new_allocator() [74]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::new_allocator<final_order>::allocate(unsigned long, void const*) [62]
[75]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<final_order>::_M_max_size() const [75]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::new_allocator<final_order*>::allocate(unsigned long, void const*) [66]
[76]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<final_order*>::_M_max_size() const [76]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_List_node<customer> >::allocate(unsigned long, void const*) [71]
[77]     0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_List_node<customer> >::_M_max_size() const [77]
-----------------------------------------------
                0.00    0.00       1/1           show_customer_list() [49]
[78]     0.0    0.00    0.00       1         std::_List_iterator<customer>::operator*() const [78]
                0.00    0.00       1/3           std::_List_node<customer>::_M_valptr() [15]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<customer, std::allocator<customer> >::_M_node_count() const [80]
[79]     0.0    0.00    0.00       1         std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_get_size() const [79]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<customer, std::allocator<customer> >::size() const [81]
[80]     0.0    0.00    0.00       1         std::__cxx11::list<customer, std::allocator<customer> >::_M_node_count() const [80]
                0.00    0.00       1/1           std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_get_size() const [79]
-----------------------------------------------
                0.00    0.00       1/1           customer_registration() [50]
[81]     0.0    0.00    0.00       1         std::__cxx11::list<customer, std::allocator<customer> >::size() const [81]
                0.00    0.00       1/1           std::__cxx11::list<customer, std::allocator<customer> >::_M_node_count() const [80]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<order, std::allocator<order> >::_Vector_impl::_Vector_impl() [108]
[82]     0.0    0.00    0.00       1         std::allocator<order>::allocator() [82]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<order>::new_allocator() [63]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<order, std::allocator<order> >::_Vector_impl::~_Vector_impl() [109]
[83]     0.0    0.00    0.00       1         std::allocator<order>::~allocator() [83]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<order>::~new_allocator() [64]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::_List_base<product, std::allocator<product> >::_List_impl::_List_impl() [138]
[84]     0.0    0.00    0.00       1         std::allocator<std::_List_node<product> >::allocator() [84]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_List_node<product> >::new_allocator() [67]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::_List_base<product, std::allocator<product> >::_List_impl::~_List_impl() [139]
[85]     0.0    0.00    0.00       1         std::allocator<std::_List_node<product> >::~allocator() [85]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_List_node<product> >::~new_allocator() [68]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::_List_base<customer, std::allocator<customer> >::_List_impl::_List_impl() [143]
[86]     0.0    0.00    0.00       1         std::allocator<std::_List_node<customer> >::allocator() [86]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_List_node<customer> >::new_allocator() [73]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::_List_base<customer, std::allocator<customer> >::_List_impl::~_List_impl() [144]
[87]     0.0    0.00    0.00       1         std::allocator<std::_List_node<customer> >::~allocator() [87]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_List_node<customer> >::~new_allocator() [74]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_base() [98]
[88]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl::_Deque_impl() [88]
                0.00    0.00       1/2           std::allocator<final_order>::allocator() [30]
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl_data::_Deque_impl_data() [92]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::~_Deque_base() [99]
[89]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl::~_Deque_impl() [89]
                0.00    0.00       1/2           std::allocator<final_order>::~allocator() [31]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_initialize_map(unsigned long) [96]
[90]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::_M_allocate_map(unsigned long) [90]
                0.00    0.00       1/2           std::_Deque_base<final_order, std::allocator<final_order> >::_M_get_map_allocator() const [29]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<final_order*> >::allocate(std::allocator<final_order*>&, unsigned long) [122]
                0.00    0.00       1/2           std::allocator<final_order*>::~allocator() [33]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_initialize_map(unsigned long) [96]
[91]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::_M_create_nodes(final_order**, final_order**) [91]
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_allocate_node() [93]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl::_Deque_impl() [88]
[92]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl_data::_Deque_impl_data() [92]
                0.00    0.00       2/2           std::_Deque_iterator<final_order, final_order&, final_order*>::_Deque_iterator() [39]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_create_nodes(final_order**, final_order**) [91]
[93]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::_M_allocate_node() [93]
                0.00    0.00       1/6           std::__deque_buf_size(unsigned long) [8]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<final_order> >::allocate(std::allocator<final_order>&, unsigned long) [120]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::~_Deque_base() [99]
[94]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::_M_destroy_nodes(final_order**, final_order**) [94]
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_deallocate_node(final_order*) [97]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::~_Deque_base() [99]
[95]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::_M_deallocate_map(final_order**, unsigned long) [95]
                0.00    0.00       1/2           std::_Deque_base<final_order, std::allocator<final_order> >::_M_get_map_allocator() const [29]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<final_order*> >::deallocate(std::allocator<final_order*>&, final_order**, unsigned long) [121]
                0.00    0.00       1/2           std::allocator<final_order*>::~allocator() [33]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_base() [98]
[96]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::_M_initialize_map(unsigned long) [96]
                0.00    0.00       2/6           std::__deque_buf_size(unsigned long) [8]
                0.00    0.00       2/2           std::_Deque_iterator<final_order, final_order&, final_order*>::_M_set_node(final_order**) [37]
                0.00    0.00       1/1           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [158]
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_allocate_map(unsigned long) [90]
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_create_nodes(final_order**, final_order**) [91]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_destroy_nodes(final_order**, final_order**) [94]
[97]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::_M_deallocate_node(final_order*) [97]
                0.00    0.00       1/6           std::__deque_buf_size(unsigned long) [8]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<final_order> >::deallocate(std::allocator<final_order>&, final_order*, unsigned long) [119]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<final_order, std::allocator<final_order> >::deque() [131]
[98]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_base() [98]
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl::_Deque_impl() [88]
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_initialize_map(unsigned long) [96]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<final_order, std::allocator<final_order> >::~deque() [132]
[99]     0.0    0.00    0.00       1         std::_Deque_base<final_order, std::allocator<final_order> >::~_Deque_base() [99]
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_destroy_nodes(final_order**, final_order**) [94]
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_deallocate_map(final_order**, unsigned long) [95]
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl::~_Deque_impl() [89]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<order*>(order*, order*) [159]
[100]    0.0    0.00    0.00       1         void std::_Destroy_aux<false>::__destroy<order*>(order*, order*) [100]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_base() [106]
[101]    0.0    0.00    0.00       1         std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl::_Vector_impl() [101]
                0.00    0.00       1/2           std::allocator<final_order>::allocator() [30]
                0.00    0.00       1/1           std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl_data::_Vector_impl_data() [104]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<final_order, std::allocator<final_order> >::~_Vector_base() [107]
[102]    0.0    0.00    0.00       1         std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl::~_Vector_impl() [102]
                0.00    0.00       1/2           std::allocator<final_order>::~allocator() [31]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<final_order, std::allocator<final_order> >::~_Vector_base() [107]
[103]    0.0    0.00    0.00       1         std::_Vector_base<final_order, std::allocator<final_order> >::_M_deallocate(final_order*, unsigned long) [103]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl::_Vector_impl() [101]
[104]    0.0    0.00    0.00       1         std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl_data::_Vector_impl_data() [104]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<final_order, std::allocator<final_order> >::~vector() [357]
[105]    0.0    0.00    0.00       1         std::_Vector_base<final_order, std::allocator<final_order> >::_M_get_Tp_allocator() [105]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<final_order, std::allocator<final_order> >::vector() [136]
[106]    0.0    0.00    0.00       1         std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_base() [106]
                0.00    0.00       1/1           std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl::_Vector_impl() [101]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<final_order, std::allocator<final_order> >::~vector() [357]
[107]    0.0    0.00    0.00       1         std::_Vector_base<final_order, std::allocator<final_order> >::~_Vector_base() [107]
                0.00    0.00       1/1           std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl::~_Vector_impl() [102]
                0.00    0.00       1/1           std::_Vector_base<final_order, std::allocator<final_order> >::_M_deallocate(final_order*, unsigned long) [103]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<order, std::allocator<order> >::_Vector_base() [113]
[108]    0.0    0.00    0.00       1         std::_Vector_base<order, std::allocator<order> >::_Vector_impl::_Vector_impl() [108]
                0.00    0.00       1/1           std::allocator<order>::allocator() [82]
                0.00    0.00       1/1           std::_Vector_base<order, std::allocator<order> >::_Vector_impl_data::_Vector_impl_data() [111]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<order, std::allocator<order> >::~_Vector_base() [114]
[109]    0.0    0.00    0.00       1         std::_Vector_base<order, std::allocator<order> >::_Vector_impl::~_Vector_impl() [109]
                0.00    0.00       1/1           std::allocator<order>::~allocator() [83]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<order, std::allocator<order> >::~_Vector_base() [114]
[110]    0.0    0.00    0.00       1         std::_Vector_base<order, std::allocator<order> >::_M_deallocate(order*, unsigned long) [110]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<order, std::allocator<order> >::_Vector_impl::_Vector_impl() [108]
[111]    0.0    0.00    0.00       1         std::_Vector_base<order, std::allocator<order> >::_Vector_impl_data::_Vector_impl_data() [111]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<order, std::allocator<order> >::~vector() [374]
[112]    0.0    0.00    0.00       1         std::_Vector_base<order, std::allocator<order> >::_M_get_Tp_allocator() [112]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<order, std::allocator<order> >::vector() [137]
[113]    0.0    0.00    0.00       1         std::_Vector_base<order, std::allocator<order> >::_Vector_base() [113]
                0.00    0.00       1/1           std::_Vector_base<order, std::allocator<order> >::_Vector_impl::_Vector_impl() [108]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<order, std::allocator<order> >::~vector() [374]
[114]    0.0    0.00    0.00       1         std::_Vector_base<order, std::allocator<order> >::~_Vector_base() [114]
                0.00    0.00       1/1           std::_Vector_base<order, std::allocator<order> >::_Vector_impl::~_Vector_impl() [109]
                0.00    0.00       1/1           std::_Vector_base<order, std::allocator<order> >::_M_deallocate(order*, unsigned long) [110]
-----------------------------------------------
                0.00    0.00       1/1           show_customer_list() [49]
[115]    0.0    0.00    0.00       1         std::_List_iterator<customer>::operator++() [115]
-----------------------------------------------
                0.00    0.00       1/1           std::_List_node<customer>* std::__cxx11::list<customer, std::allocator<customer> >::_M_create_node<customer const&>(customer const&) [152]
[116]    0.0    0.00    0.00       1         std::__allocated_ptr<std::allocator<std::_List_node<customer> > >::__allocated_ptr(std::allocator<std::_List_node<customer> >&, std::_List_node<customer>*) [116]
                0.00    0.00       1/1           std::allocator<std::_List_node<customer> >* std::__addressof<std::allocator<std::_List_node<customer> > >(std::allocator<std::_List_node<customer> >&) [157]
-----------------------------------------------
                0.00    0.00       1/1           std::_List_node<customer>* std::__cxx11::list<customer, std::allocator<customer> >::_M_create_node<customer const&>(customer const&) [152]
[117]    0.0    0.00    0.00       1         std::__allocated_ptr<std::allocator<std::_List_node<customer> > >::~__allocated_ptr() [117]
-----------------------------------------------
                0.00    0.00       1/1           std::_List_node<customer>* std::__cxx11::list<customer, std::allocator<customer> >::_M_create_node<customer const&>(customer const&) [152]
[118]    0.0    0.00    0.00       1         std::__allocated_ptr<std::allocator<std::_List_node<customer> > >::operator=(decltype(nullptr)) [118]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_deallocate_node(final_order*) [97]
[119]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<final_order> >::deallocate(std::allocator<final_order>&, final_order*, unsigned long) [119]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<final_order>::deallocate(final_order*, unsigned long) [61]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_allocate_node() [93]
[120]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<final_order> >::allocate(std::allocator<final_order>&, unsigned long) [120]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<final_order>::allocate(unsigned long, void const*) [62]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<final_order, std::allocator<final_order> >::_M_deallocate_map(final_order**, unsigned long) [95]
[121]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<final_order*> >::deallocate(std::allocator<final_order*>&, final_order**, unsigned long) [121]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<final_order*>::deallocate(final_order**, unsigned long) [65]
-----------------------------------------------
